transmission_line_id,transmission_circuit_id,owner,province,operating_region,number_of_circuits,current_type,line_segment_length_km,line_segment_length_mi,line_length_km,line_length_mi,voltage,reactance,ttc_summer,ttc_winter,network_node_name_starting,network_node_code_starting,network_node_name_ending,network_node_code_ending,notes
36280,L1175,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,10.000,6.173,44.700,27.593,120,18.81,107,118,Sherbrooke,QC_SHR_TSS,Bromptonville,QC_BRO_DSS,NULL
36281,L1175,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,31.500,19.444,44.700,27.593,120,18.81,107,118,Bromptonville,QC_BRO_DSS,Cascades Canada East Angus,QC_CCE_ISS,NULL
36282,L1175,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.200,1.975,44.700,27.593,120,18.81,107,118,Ville de Sherbrooke Orford,QC_VSO_DSS,Sherbrooke,QC_SHR_TSS,NULL
36283,L1176,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.990,2.463,7.980,4.926,120,3.36,107,118,Rockfield,QC_RCK_DSS,Aqueduc,QC_AQD_TSS,NULL
36284,L1176,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.990,2.463,7.980,4.926,120,3.36,107,118,Hampstead,QC_HAM_DSS,Rockfield,QC_RCK_DSS,NULL
36285,L1178,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.192,1.970,10.374,6.404,120,4.36,107,118,Duvernay,QC_DUV_TSS,Saint-FranÃƒÂ§ois,QC_SFR_DSS,NULL
36286,L1178,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,7.182,4.433,10.374,6.404,120,4.36,107,118,Saint-FranÃƒÂ§ois,QC_SFR_DSS,Terrebonne,QC_TER_DSS,NULL
36287,L1179,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,10.500,6.481,21.000,12.963,120,8.83,107,118,Duvernay,QC_DUV_TSS,Mascouche,QC_MAS_DSS,NULL
36288,L1179,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,5.250,3.241,21.000,12.963,120,8.83,107,118,Mascouche,QC_MAS_DSS,Pierre-Le Gardeur,QC_PLG_TSS,NULL
36289,L1179,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,5.250,3.241,21.000,12.963,120,8.83,107,118,Mascouche,QC_MAS_DSS,Terrebonne,QC_TER_DSS,NULL
36290,L1180,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,7.875,4.861,57.750,35.648,120,24.30,107,118,Sainte-Rosalie,QC_SRL_DSS,Casavant,QC_CSV_DSS,NULL
36291,L1180,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,28.875,17.824,57.750,35.648,120,24.30,107,118,Saint-CÃƒÂ©saire,QC_SCS_DSS,MontÃƒÂ©rÃƒÂ©gie,QC_MTR_TSS,NULL
36292,L1180,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,21.000,12.963,57.750,35.648,120,24.30,107,118,MontÃƒÂ©rÃƒÂ©gie,QC_MTR_TSS,Sainte-Rosalie,QC_SRL_DSS,NULL
36293,L1181,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,28.875,17.824,49.875,30.787,120,20.98,107,118,Saint-CÃƒÂ©saire,QC_SCS_DSS,MontÃƒÂ©rÃƒÂ©gie,QC_MTR_TSS,NULL
36294,L1181,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,21.000,12.963,49.875,30.787,120,20.98,107,118,MontÃƒÂ©rÃƒÂ©gie,QC_MTR_TSS,Sainte-Rosalie,QC_SRL_DSS,NULL
36295,L1182,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,7.875,4.861,11.550,7.130,120,4.86,107,118,Heriot,QC_HER_TSS,Grantham,QC_GRT_DSS,NULL
36296,L1182,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.675,2.269,11.550,7.130,120,4.86,107,118,Marcotte,QC_MAR_DSS,Heriot,QC_HER_TSS,NULL
36297,L1183,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,26.250,16.204,65.625,40.509,120,27.61,107,118,Bromptonville,QC_BRO_DSS,East Angus,QC_EAG_DSS,NULL
36298,L1183,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,39.375,24.306,65.625,40.509,120,27.61,107,118,East Angus,QC_EAG_DSS,Weedon,QC_WDN_DSS,NULL
36299,L1184,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,13.125,8.102,13.125,8.102,120,5.52,107,118,LAcadie,QC_ACD_DSS,Chambly,QC_CHY_DSS,NULL
36300,L1186,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,7.875,4.861,13.125,8.102,120,5.52,107,118,Heriot,QC_HER_TSS,Grantham,QC_GRT_DSS,NULL
36301,L1186,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,5.250,3.241,13.125,8.102,120,5.52,107,118,Marcotte,QC_MAR_DSS,Heriot,QC_HER_TSS,NULL
36302,L1187,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,7.875,4.861,26.250,16.204,120,11.04,107,118,Granby,QC_GRY_DSS,Cleveland,QC_CLV_DSS,NULL
36303,L1187,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,18.375,11.343,26.250,16.204,120,11.04,107,118,Saint-CÃƒÂ©saire,QC_SCS_DSS,Granby,QC_GRY_DSS,NULL
36304,L1188,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,7.875,4.861,7.875,4.861,120,3.31,107,118,Sainte-Rosalie,QC_SRL_DSS,Casavant,QC_CSV_DSS,NULL
36305,L1189,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.200,1.975,11.200,6.914,120,4.71,107,118,Ville de Sherbrooke Orford,QC_VSO_DSS,Sherbrooke,QC_SHR_TSS,NULL
36306,L1189,Hydro-Sherbrooke,QC,Quebec,1,ac,3.200,1.975,11.200,6.914,120,4.71,107,118,Ville de Sherbrooke Saint-FranÃƒÂ§ois,QC_VSF_DSS,Ville de Sherbrooke Galt,QC_VSG_DSS,NULL
36307,L1189,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,4.800,2.963,11.200,6.914,120,4.71,107,118,Ville de Sherbrooke Galt,QC_VSG_DSS,Ville de Sherbrooke Orford,QC_VSO_DSS,NULL
36308,L1191,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,6.400,3.951,6.400,3.951,120,2.69,107,118,Ville de Sherbrooke Galt,QC_VSG_DSS,Sherbrooke,QC_SHR_TSS,NULL
36309,L1192,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,15.750,9.722,15.750,9.722,120,6.63,107,118,Stukely,QC_STK_DSS,Waterloo,QC_WLO_DSS,NULL
36310,L1193,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,18.375,11.343,18.375,11.343,120,7.73,107,118,La Prairie,QC_LPR_TSS,Richelieu,QC_RCH_DSS,NULL
36311,L1194,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,1.596,0.985,9.870,6.093,120,4.15,107,118,Viger,QC_VIG_SWS,AdÃƒÂ©lard-Godbout,QC_ADG_DSS,NULL
36312,L1194,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,0.399,0.246,9.870,6.093,120,4.15,107,118,AdÃƒÂ©lard-Godbout,QC_ADG_DSS,Central-2,QC_CT2_DSS,NULL
36313,L1194,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,7.875,4.861,9.870,6.093,120,4.15,107,118,Brossard,QC_BRS_DSS,Viger,QC_VIG_SWS,NULL
36314,L1195,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,28.875,17.824,28.875,17.824,120,12.15,107,118,Moras,QC_MOR_DSS,BÃƒÂ©cancour,QC_BEC_TSS,NULL
36315,L1196,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,1.596,0.985,1.596,0.985,120,0.67,107,118,Atwater,QC_ATW_DSS,Maissonneuve,QC_MNV_DSS,NULL
36316,L1197,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,18.375,11.343,18.375,11.343,120,7.73,107,118,Rigaud,QC_RIG_DSS,Vaudreuil-Soulanges,QC_VDS_DSS,NULL
36317,L1198,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,2,ac,1.575,0.972,12.075,7.454,120,5.08,107,118,Mine Jeffrey,QC_MNJ_ISS,Asbestos,QC_ASB_DSS,NULL
36318,L1198,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,2,ac,10.500,6.481,12.075,7.454,120,5.08,107,118,Asbestos,QC_ASB_DSS,Rosiers,QC_RSR_DSS,NULL
36319,L1199,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,0.200,0.123,15.950,9.846,120,6.71,107,118,Ville de Joliette,QC_VDJ_DSS,Joliette,QC_JLT_DSS,NULL
36320,L1199,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,15.750,9.722,15.950,9.846,120,6.71,107,118,Joliette,QC_JLT_DSS,Ramezay,QC_RAM_DSS,NULL
36321,L1200,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,6.384,3.941,6.384,3.941,120,2.69,107,118,Aqueduc,QC_AQD_TSS,Atwater,QC_ATW_DSS,NULL
36322,L1204,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,1.200,0.741,3.200,1.975,120,1.35,107,118,Royalmount,QC_RLM_DSS,Hampstead,QC_HAM_DSS,NULL
36323,L1204,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,2.000,1.235,3.200,1.975,120,1.35,107,118,Laurent,QC_LRT_DSS,Royalmount,QC_RLM_DSS,NULL
36324,L1205,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,21.000,12.963,36.750,22.685,120,15.46,107,118,Mercier,QC_MER_DSS,La Prairie,QC_LPR_TSS,NULL
36325,L1205,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,15.750,9.722,36.750,22.685,120,15.46,107,118,LÃƒÂ©ry,QC_LRY_ISS,Mercier,QC_MER_DSS,NULL
36326,L1206,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,21.000,12.963,52.500,32.407,120,22.09,107,118,Saint-RÃƒÂ©mi,QC_SRE_DSS,Delson,QC_DLN_DSS,NULL
36327,L1206,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,15.750,9.722,52.500,32.407,120,22.09,107,118,LÃƒÂ©ry,QC_LRY_ISS,Mercier,QC_MER_DSS,NULL
36328,L1206,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,15.750,9.722,52.500,32.407,120,22.09,107,118,Mercier,QC_MER_DSS,Saint-RÃƒÂ©mi,QC_SRE_DSS,NULL
36329,L1209,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,13.125,8.102,28.875,17.824,120,12.15,107,118,La Prairie,QC_LPR_TSS,Chambly,QC_CHY_DSS,NULL
36330,L1209,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,15.750,9.722,28.875,17.824,120,12.15,107,118,Chambly,QC_CHY_DSS,Saint-Basile,QC_SAB_DSS,NULL
36331,L1210,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.591,2.217,3.591,2.217,120,1.51,107,118,Saint-Maxime,QC_SMX_DSS,Marie-Victorin,QC_MRV_DSS,NULL
36332,L1211,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.591,2.217,3.591,2.217,120,1.51,107,118,Saint-Maxime,QC_SMX_DSS,Marie-Victorin,QC_MRV_DSS,NULL
36333,L1212,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,1.596,0.985,1.596,0.985,120,0.67,107,118,Guy,QC_GUY_DSS,Maissonneuve,QC_MNV_DSS,NULL
36334,L1213,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,21.000,12.963,42.000,25.926,120,17.67,107,118,Ormstown,QC_ORM_DSS,Huntingdon,QC_HUN_DSS,NULL
36335,L1213,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,21.000,12.963,42.000,25.926,120,17.67,107,118,ChÃƒÂ¢teauguay,QC_CHG_DSS,Ormstown,QC_ORM_DSS,NULL
36336,L1214,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,21.000,12.963,42.000,25.926,120,17.67,107,118,Ormstown,QC_ORM_DSS,Huntingdon,QC_HUN_DSS,NULL
36337,L1214,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,21.000,12.963,42.000,25.926,120,17.67,107,118,ChÃƒÂ¢teauguay,QC_CHG_DSS,Ormstown,QC_ORM_DSS,NULL
36338,L1215,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,2.394,1.478,2.394,1.478,120,1.01,107,118,Berri,QC_BRI_DSS,De Lorimier,QC_DEL_DSS,NULL
36339,L1218,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.990,2.463,7.980,4.926,120,3.36,107,118,MontrÃƒÂ©al-Est,QC_MTE_DSS,Interquisa,QC_INQ_ISS,NULL
36340,L1218,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.990,2.463,7.980,4.926,120,3.36,107,118,Falconbridge LimitÃƒÂ©e MontrÃƒÂ©al-Est,QC_FLC_ISS,MontrÃƒÂ©al-Est,QC_MTE_DSS,NULL
36341,L1221,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,21.000,12.963,42.000,25.926,120,17.67,107,118,Mercier,QC_MER_DSS,La Prairie,QC_LPR_TSS,NULL
36342,L1221,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,21.000,12.963,42.000,25.926,120,17.67,107,118,La Prairie,QC_LPR_TSS,Richelieu,QC_RCH_DSS,NULL
36343,L1225,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,13.125,8.102,13.125,8.102,120,5.52,107,118,Delson,QC_DLN_DSS,La Prairie,QC_LPR_TSS,NULL
36344,L1226,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.990,2.463,3.990,2.463,120,1.68,107,118,MontrÃƒÂ©al-Est,QC_MTE_DSS,Henri-Bourassa,QC_BOU_DSS,Bourassa and Henri Bourassa treated as single station
36345,L1227,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,7.980,4.926,7.980,4.926,120,3.36,107,118,Bout-de-lÃƒÅ½le,QC_BDI_DSS,MontrÃƒÂ©al-Est,QC_MTE_DSS,Bourassa and Henri Bourassa treated as single station
36346,L1228,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.990,2.463,3.990,2.463,120,1.68,107,118,Bout-de-lÃƒÅ½le,QC_BDI_DSS,Henri-Bourassa,QC_BOU_DSS,Bourassa and Henri Bourassa treated as single station
36347,L1229,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.990,2.463,3.990,2.463,120,1.68,107,118,MontrÃƒÂ©al-Est,QC_MTE_DSS,Henri-Bourassa,QC_BOU_DSS,Bourassa and Henri Bourassa treated as single station
36348,L1230,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,6.384,3.941,11.172,6.896,120,4.70,107,118,Saraguay,QC_SRG_DSS,Laurent,QC_LRT_DSS,NULL
36349,L1230,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,4.788,2.956,11.172,6.896,120,4.70,107,118,Laurent,QC_LRT_DSS,Mont-Royal,QC_MTY_DSS,NULL
36350,L1231,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,13.125,8.102,28.875,17.824,120,12.15,107,118,La Prairie,QC_LPR_TSS,Chambly,QC_CHY_DSS,NULL
36351,L1231,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,15.750,9.722,28.875,17.824,120,12.15,107,118,Chambly,QC_CHY_DSS,Saint-Basile,QC_SAB_DSS,NULL
36352,L1232,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,1.197,0.739,1.197,0.739,120,0.50,107,118,Berri,QC_BRI_DSS,Dorchester,QC_DOR_DSS,NULL
36353,L1233,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,4.788,2.956,12.372,7.637,120,5.21,107,118,Royalmount,QC_RLM_DSS,Mont-Royal,QC_MTY_DSS,NULL
36354,L1233,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,1.200,0.741,12.372,7.637,120,5.21,107,118,Hampstead,QC_HAM_DSS,Royalmount,QC_RLM_DSS,NULL
36355,L1233,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,6.384,3.941,12.372,7.637,120,5.21,107,118,Mont-Royal,QC_MTY_DSS,Saraguay,QC_SRG_DSS,NULL
36356,L1235,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.990,2.463,3.990,2.463,120,1.68,107,118,Saraguay,QC_SRG_DSS,Reed,QC_REE_DSS,NULL
36357,L1236,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.990,2.463,3.990,2.463,120,1.68,107,118,Saraguay,QC_SRG_DSS,Reed,QC_REE_DSS,NULL
36358,L1237,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,4.788,2.956,4.788,2.956,120,2.01,107,118,Reed,QC_REE_DSS,Fleury,QC_FLE_DSS,NULL
36359,L1238,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,4.788,2.956,4.788,2.956,120,2.01,107,118,Reed,QC_REE_DSS,Fleury,QC_FLE_DSS,NULL
36360,L1239,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,23.625,14.583,23.625,14.583,120,9.94,107,118,Saint-RÃƒÂ©mi,QC_SRE_DSS,Napierville,QC_NPR_DSS,NULL
36361,L1241,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.990,2.463,7.980,4.926,120,3.36,107,118,Rockfield,QC_RCK_DSS,Aqueduc,QC_AQD_TSS,NULL
36362,L1241,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.990,2.463,7.980,4.926,120,3.36,107,118,Hampstead,QC_HAM_DSS,Rockfield,QC_RCK_DSS,NULL
36363,L1242,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.200,1.975,3.200,1.975,120,1.35,107,118,Hadley,QC_HAD_DSS,Atwater,QC_ATW_DSS,NULL
36364,L1243,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,8.000,4.938,9.000,5.556,120,3.79,107,118,Langlois,QC_LGS_TSS,Eka Chimie Canada Inc,QC_EKA_ISS,NULL
36365,L1243,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,1.000,0.617,9.000,5.556,120,3.79,107,118,Eka Chimie Canada Inc,QC_EKA_ISS,Larocque,QC_LRQ_ISS,NULL
36366,L1244,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,1.596,0.985,1.596,0.985,120,0.67,107,118,Longue-Pointe,QC_LGP_DSS,Notre-Dame,QC_NDA_TSS,NULL
36367,L1245,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,1.596,0.985,1.596,0.985,120,0.67,107,118,Longue-Pointe,QC_LGP_DSS,Notre-Dame,QC_NDA_TSS,NULL
36368,L1246,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,6.384,3.941,6.384,3.941,120,2.69,107,118,Saraguay,QC_SRG_DSS,Laurent,QC_LRT_DSS,NULL
36369,L1247,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,4.788,2.956,4.788,2.956,120,2.01,107,118,Laurent,QC_LRT_DSS,Mont-Royal,QC_MTY_DSS,NULL
36370,L1248,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,6.384,3.941,6.384,3.941,120,2.69,107,118,Saraguay,QC_SRG_DSS,Laurent,QC_LRT_DSS,NULL
36371,L1250,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,4.800,2.963,9.588,5.919,120,4.03,107,118,Berri,QC_BRI_DSS,Jeanne-dArc,QC_JDA_DSS,NULL
36372,L1250,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,4.788,2.956,9.588,5.919,120,4.03,107,118,Jeanne-dArc,QC_JDA_DSS,Notre-Dame,QC_NDA_TSS,NULL
36373,L1251,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,13.125,8.102,13.125,8.102,120,5.52,107,118,Delson,QC_DLN_DSS,La Prairie,QC_LPR_TSS,NULL
36374,L1253,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,7.182,4.433,7.980,4.926,120,3.36,107,118,Saint-Jean,QC_SJE_DSS,Salaberry,QC_SLB_DSS,NULL
36375,L1253,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,0.798,0.493,7.980,4.926,120,3.36,107,118,Salaberry,QC_SLB_DSS,Saraguay,QC_SRG_DSS,NULL
36376,L1254,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,10.374,6.404,18.354,11.330,120,7.72,107,118,Baie dUrfÃƒÂ©,QC_BAU_DSS,Saint-Jean,QC_SJE_DSS,NULL
36377,L1254,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,7.182,4.433,18.354,11.330,120,7.72,107,118,Saint-Jean,QC_SJE_DSS,Salaberry,QC_SLB_DSS,NULL
36378,L1254,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,0.798,0.493,18.354,11.330,120,7.72,107,118,Salaberry,QC_SLB_DSS,Saraguay,QC_SRG_DSS,NULL
36379,L1255,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,10.374,6.404,10.374,6.404,120,4.36,107,118,Baie dUrfÃƒÂ©,QC_BAU_DSS,Saint-Jean,QC_SJE_DSS,NULL
36380,L1256,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,31.920,19.704,31.920,19.704,120,13.43,107,118,LÃƒÅ½le-Perrot,QC_LIP_DSS,Beauharnois-Est,QC_BEE_GSS,NULL
36381,L1257,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,31.920,19.704,31.920,19.704,120,13.43,107,118,Baie dUrfÃƒÂ©,QC_BAU_DSS,Beauharnois-Est,QC_BEE_GSS,NULL
36382,L1260,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,10.000,6.173,10.000,6.173,120,4.21,107,118,Les CÃƒÂ¨dres,QC_LCS_GSS,Beauharnois-Ouest,QC_BEO_TSS,NULL
36383,L1261,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,10.000,6.173,10.000,6.173,120,4.21,107,118,Les CÃƒÂ¨dres,QC_LCS_GSS,Beauharnois-Ouest,QC_BEO_TSS,NULL
36384,L1262,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,8.000,4.938,8.000,4.938,120,3.37,107,118,Langlois,QC_LGS_TSS,Monseigneur-Ãƒâ€°mard,QC_MGE_DSS,NULL
36385,L1263,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,2.500,1.543,2.500,1.543,120,1.05,107,118,Les CÃƒÂ¨dres,QC_LCS_GSS,Langlois,QC_LGS_TSS,NULL
36386,L1264,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,0.500,0.309,11.000,6.790,120,4.63,107,118,Larocque,QC_LRQ_ISS,La SociÃƒÂ©tÃƒÂ© en commandite revenu Noranda,QC_LCN_ISS,NULL
36387,L1264,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,2.500,1.543,11.000,6.790,120,4.63,107,118,Valleyfield,QC_VLF_DSS,Larocque,QC_LRQ_ISS,NULL
36388,L1264,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,8.000,4.938,11.000,6.790,120,4.63,107,118,Langlois,QC_LGS_TSS,Valleyfield,QC_VLF_DSS,NULL
36389,L1265,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,34.125,21.065,34.125,21.065,120,14.36,107,118,Carillon,QC_CAR_GSS,Mirabel,QC_MIR_DSS,NULL
36390,L1266,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,10.500,6.481,55.125,34.028,120,23.19,107,118,Sainte-ThÃƒÂ©rÃƒÂ¨se-Ouest,QC_STO_DSS,Chomedey,QC_CHO_TSS,NULL
36391,L1266,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,44.625,27.546,55.125,34.028,120,23.19,107,118,Carillon,QC_CAR_GSS,Sainte-ThÃƒÂ©rÃƒÂ¨se-Ouest,QC_STO_DSS,NULL
36392,L1267,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,39.375,24.306,52.500,32.407,120,22.09,107,118,Carillon,QC_CAR_GSS,La Trappe,QC_LTR_DSS,NULL
36393,L1267,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,13.125,8.102,52.500,32.407,120,22.09,107,118,La Trappe,QC_LTR_DSS,Saint-Eustache,QC_SEU_DSS,NULL
36394,L1268,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,39.375,24.306,52.500,32.407,120,22.09,107,118,Carillon,QC_CAR_GSS,La Trappe,QC_LTR_DSS,NULL
36395,L1268,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,13.125,8.102,52.500,32.407,120,22.09,107,118,La Trappe,QC_LTR_DSS,Saint-Eustache,QC_SEU_DSS,NULL
36396,L1269,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,4.500,2.778,4.500,2.778,120,1.89,107,118,Goodyear Canada,QC_GOO_ISS,Valleyfield,QC_VLF_DSS,NULL
36397,L1270,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,26.250,16.204,63.000,38.889,120,26.51,107,118,Saint-Chrysostome,QC_SCH_DSS,Hemmingford,QC_HEM_DSS,NULL
36398,L1270,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,36.750,22.685,63.000,38.889,120,26.51,107,118,Saint-Louis,QC_SLO_DSS,Saint-Chrysostome,QC_SCH_DSS,NULL
36399,L1272,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,14.364,8.867,14.364,8.867,120,6.04,107,118,Chomedey,QC_CHO_TSS,Fleury,QC_FLE_DSS,NULL
36400,L1273,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,14.364,8.867,14.364,8.867,120,6.04,107,118,Chomedey,QC_CHO_TSS,Fleury,QC_FLE_DSS,NULL
36401,L1274,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,14.364,8.867,14.364,8.867,120,6.04,107,118,Chomedey,QC_CHO_TSS,Fleury,QC_FLE_DSS,NULL
36402,L1275,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,14.364,8.867,14.364,8.867,120,6.04,107,118,Chomedey,QC_CHO_TSS,Fleury,QC_FLE_DSS,NULL
36403,L1276,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,10.500,6.481,10.500,6.481,120,4.42,107,118,La Prairie,QC_LPR_TSS,Saint-Maxime,QC_SMX_DSS,NULL
