transmission_line_id,transmission_circuit_id,owner,province,operating_region,number_of_circuits,current_type,line_segment_length_km,line_segment_length_mi,line_length_km,line_length_mi,voltage,reactance,ttc_summer,ttc_winter,network_node_name_starting,network_node_code_starting,network_node_name_ending,network_node_code_ending,notes
36404,L1277,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,10.500,6.481,10.500,6.481,120,4.42,107,118,La Prairie,QC_LPR_TSS,Saint-Maxime,QC_SMX_DSS,NULL
36405,L1278,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,1.596,0.985,15.120,9.333,120,6.36,107,118,Viger,QC_VIG_SWS,AdÃƒÂ©lard-Godbout,QC_ADG_DSS,NULL
36406,L1278,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,0.399,0.246,15.120,9.333,120,6.36,107,118,AdÃƒÂ©lard-Godbout,QC_ADG_DSS,Central-2,QC_CT2_DSS,NULL
36407,L1278,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,13.125,8.102,15.120,9.333,120,6.36,107,118,Brossard,QC_BRS_DSS,Viger,QC_VIG_SWS,NULL
36408,L1279,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,2.394,1.478,2.394,1.478,120,1.01,107,118,Atwater,QC_ATW_DSS,Guy,QC_GUY_DSS,NULL
36409,L1280,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,1.995,1.231,1.995,1.231,120,0.84,107,118,AdÃƒÂ©lard-Godbout,QC_ADG_DSS,Dorchester,QC_DOR_DSS,NULL
36410,L1281,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,5.187,3.202,5.187,3.202,120,2.18,107,118,Beaumont,QC_BEM_DSS,Dorchester,QC_DOR_DSS,NULL
36411,L1282,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,5.187,3.202,5.187,3.202,120,2.18,107,118,Beaumont,QC_BEM_DSS,Dorchester,QC_DOR_DSS,NULL
36412,L1283,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.990,2.463,3.990,2.463,120,1.68,107,118,Beaumont,QC_BEM_DSS,Fleury,QC_FLE_DSS,NULL
36413,L1284,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.990,2.463,3.990,2.463,120,1.68,107,118,Beaumont,QC_BEM_DSS,Fleury,QC_FLE_DSS,NULL
36414,L1285,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,21.000,12.963,52.500,32.407,120,22.09,107,118,Saint-RÃƒÂ©mi,QC_SRE_DSS,Delson,QC_DLN_DSS,NULL
36415,L1285,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,15.750,9.722,52.500,32.407,120,22.09,107,118,LÃƒÂ©ry,QC_LRY_ISS,Mercier,QC_MER_DSS,NULL
36416,L1285,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,15.750,9.722,52.500,32.407,120,22.09,107,118,Mercier,QC_MER_DSS,Saint-RÃƒÂ©mi,QC_SRE_DSS,NULL
36417,L1286,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.990,2.463,3.990,2.463,120,1.68,107,118,Beaumont,QC_BEM_DSS,Fleury,QC_FLE_DSS,NULL
36418,L1287,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.990,2.463,3.990,2.463,120,1.68,107,118,Beaumont,QC_BEM_DSS,Fleury,QC_FLE_DSS,NULL
36419,L1288,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,5.586,3.448,5.586,3.448,120,2.35,107,118,Chomedey,QC_CHO_TSS,Plouffe,QC_PLF_DSS,NULL
36420,L1289,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,5.586,3.448,5.586,3.448,120,2.35,107,118,Chomedey,QC_CHO_TSS,Plouffe,QC_PLF_DSS,NULL
36421,L1291,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,1.000,0.617,12.500,7.716,120,5.26,107,118,Beauharnois-Ouest,QC_BEO_TSS,Beauharnois-Est,QC_BEE_GSS,NULL
36422,L1291,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,11.500,7.099,12.500,7.716,120,5.26,107,118,ChÃƒÂ¢teauguay,QC_CHG_DSS,Beauharnois-Ouest,QC_BEO_TSS,NULL
36423,L1292,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,1.000,0.617,12.500,7.716,120,5.26,107,118,Beauharnois-Ouest,QC_BEO_TSS,Beauharnois-Est,QC_BEE_GSS,NULL
36424,L1292,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,11.500,7.099,12.500,7.716,120,5.26,107,118,ChÃƒÂ¢teauguay,QC_CHG_DSS,Beauharnois-Ouest,QC_BEO_TSS,NULL
36425,L1295,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,4.788,2.956,4.788,2.956,120,2.01,107,118,Rosemont,QC_RSM_DSS,BÃƒÂ©langer,QC_BEL_TSS,NULL
36426,L1296,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,4.788,2.956,4.788,2.956,120,2.01,107,118,Rosemont,QC_RSM_DSS,BÃƒÂ©langer,QC_BEL_TSS,NULL
36427,L1297,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.192,1.970,3.192,1.970,120,1.34,107,118,Jeanne-dArc,QC_JDA_DSS,De Lorimier,QC_DEL_DSS,NULL
36428,L1298,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,4.788,2.956,4.788,2.956,120,2.01,107,118,Jeanne-dArc,QC_JDA_DSS,Notre-Dame,QC_NDA_TSS,NULL
36429,L1299,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,4.788,2.956,4.788,2.956,120,2.01,107,118,Jeanne-dArc,QC_JDA_DSS,Notre-Dame,QC_NDA_TSS,NULL
36430,L1301,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,34.900,21.543,68.400,42.222,120,28.78,107,118,Amos,QC_AMO_DSS,QuÃƒÂ©bec Lithium,QC_QCL_ISS,NULL
36431,L1301,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,33.500,20.679,68.400,42.222,120,28.78,107,118,QuÃƒÂ©bec Lithium,QC_QCL_ISS,Val dOr,QC_VDO_DSS,NULL
36432,L1302,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,5.700,3.519,5.700,3.519,120,2.40,107,118,Notre-Dame-du-Nord,QC_NDN_DSS,PremiÃƒÂ¨re Chute,QC_PRC_GSS,NULL
36433,L1306,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,57.000,35.185,57.000,35.185,120,23.98,107,118,Rouyn,QC_RYN_DSS,Pandora,QC_PND_DSS,NULL
36434,L1308,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,22.800,14.074,22.800,14.074,120,9.59,107,118,Louvicourt,QC_LVT_DSS,Val dOr,QC_VDO_DSS,NULL
36435,L1310,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,39.900,24.630,39.900,24.630,120,16.79,107,118,Amos,QC_AMO_DSS,Pandora,QC_PND_DSS,NULL
36436,L1311,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,45.600,28.148,93.480,57.704,120,39.33,104,115,Rapide-7,QC_RP7_GSS,Cadillac,QC_CDL_GSS,NULL
36437,L1311,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,45.600,28.148,93.480,57.704,120,39.33,104,115,Rapide-7,QC_RP7_GSS,Cadillac,QC_CDL_GSS,NULL
36438,L1311,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,2.280,1.407,93.480,57.704,120,39.33,104,115,Cadillac,QC_CDL_GSS,Pandora,QC_PND_DSS,NULL
36439,L1312,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,45.600,28.148,47.880,29.556,120,20.14,107,118,Rapide-7,QC_RP7_GSS,Cadillac,QC_CDL_GSS,NULL
36440,L1312,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,2.280,1.407,47.880,29.556,120,20.14,107,118,Cadillac,QC_CDL_GSS,Pandora,QC_PND_DSS,NULL
36441,L1313,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,39.900,24.630,57.000,35.185,120,23.98,107,118,Rouyn,QC_RYN_DSS,Mine Doyon,QC_MDY_ISS,NULL
36442,L1313,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,17.100,10.556,57.000,35.185,120,23.98,107,118,Mine Doyon,QC_MDY_ISS,Pandora,QC_PND_DSS,NULL
36443,L1315,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,39.900,24.630,39.900,24.630,120,16.79,107,118,Cadillac,QC_CDL_GSS,Rapide-2,QC_RP2_GSS,NULL
36444,L1316,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,28.500,17.593,28.500,17.593,120,11.99,107,118,Rapide-2,QC_RP2_GSS,Rapide-7,QC_RP7_GSS,NULL
36445,L1317,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,1.140,0.704,63.840,39.407,120,26.86,107,118,Senneterre,QC_STR_DSS,Boralex,QC_BLX_ISS,NULL
36446,L1317,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,28.500,17.593,63.840,39.407,120,26.86,107,118,Amos,QC_AMO_DSS,Saint-Blaise,QC_SBL_DSS,NULL
36447,L1317,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,34.200,21.111,63.840,39.407,120,26.86,107,118,Saint-Blaise,QC_SBL_DSS,Senneterre,QC_STR_DSS,NULL
36448,L1318,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,5.700,3.519,5.700,3.519,120,2.40,107,118,Notre-Dame-du-Nord,QC_NDN_DSS,PremiÃƒÂ¨re Chute,QC_PRC_GSS,NULL
36449,L1320,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,39.900,24.630,62.700,38.704,120,26.38,107,118,Palmarolle,QC_PML_DSS,Reneault,QC_RNT_DSS,NULL
36450,L1320,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,22.800,14.074,62.700,38.704,120,26.38,107,118,Reneault,QC_RNT_DSS,Rouyn,QC_RYN_DSS,NULL
36451,L1321,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,68.400,42.222,125.400,77.407,120,52.76,86,95,Amos,QC_AMO_DSS,Coigny,QC_COI_DSS,NULL
36452,L1321,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,11.400,7.037,125.400,77.407,120,52.76,86,95,Poirier,QC_POI_DSS,Joutel,QC_JOU_SWS,NULL
36453,L1321,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,45.600,28.148,125.400,77.407,120,52.76,86,95,Coigny,QC_COI_DSS,Poirier,QC_POI_DSS,NULL
36454,L1322,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,45.600,28.148,57.000,35.185,120,23.98,107,118,Rouyn,QC_RYN_DSS,Mines Agnico-Eagle LimitÃƒÂ©e,QC_MAE_ISS,NULL
36455,L1322,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,11.400,7.037,57.000,35.185,120,23.98,107,118,Mines Agnico-Eagle LimitÃƒÂ©e,QC_MAE_ISS,Pandora,QC_PND_DSS,NULL
36456,L1323,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,78.000,48.148,78.000,48.148,120,32.82,107,118,Rouyn,QC_RYN_DSS,Rapides-des-Iles,QC_RPI_GSS,NULL
36457,L1324,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,78.000,48.148,78.000,48.148,120,32.82,107,118,Rouyn,QC_RYN_DSS,Rapides-des-Iles,QC_RPI_GSS,NULL
36458,L1325,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,11.400,7.037,11.400,7.037,120,4.80,107,118,PremiÃƒÂ¨re Chute,QC_PRC_GSS,Rapides-des-Iles,QC_RPI_GSS,NULL
36459,L1327,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,15.400,9.506,15.400,9.506,120,6.48,107,118,Malartic-2,QC_MLC_GSS,Cadillac,QC_CDL_GSS,NULL
36460,L1328,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,22.000,13.580,22.800,14.074,120,9.59,107,118,Malartic-2,QC_MLC_GSS,Goldex,QC_GDX_ISS,NULL
36461,L1328,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,0.800,0.494,22.800,14.074,120,9.59,107,118,Goldex,QC_GDX_ISS,Val dOr,QC_VDO_DSS,NULL
36462,L1330,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,84.000,51.852,108.300,66.852,120,45.56,95,104,Reneault,QC_RNT_DSS,Abitibi Consolidated Amos,QC_ACA_ISS,NULL
36463,L1330,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,1.500,0.926,108.300,66.852,120,45.56,95,104,Abitibi Consolidated Amos,QC_ACA_ISS,Amos,QC_AMO_DSS,NULL
36464,L1330,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,22.800,14.074,108.300,66.852,120,45.56,95,104,Rouyn,QC_RYN_DSS,Reneault,QC_RNT_DSS,NULL
36465,L1332,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,74.100,45.741,78.660,48.556,120,33.09,107,118,Lorrainville,QC_LRV_DSS,Kipawa,QC_KIP_DSS,NULL
36466,L1332,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,2.280,1.407,78.660,48.556,120,33.09,107,118,Temcell,QC_TMC_ISS,Tembec Inc TÃƒÂ©miscaming,QC_TMB_ISS,NULL
36467,L1332,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,2.280,1.407,78.660,48.556,120,33.09,107,118,Kipawa,QC_KIP_DSS,Temcell,QC_TMC_ISS,NULL
36468,L1333,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,22.800,14.074,22.800,14.074,120,9.59,107,118,Lorrainville,QC_LRV_DSS,Rapides-des-Iles,QC_RPI_GSS,NULL
36469,L1335,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,51.300,31.667,125.400,77.407,120,52.76,86,95,Quevillon,QC_QVN_DSS,Saint-Blaise,QC_SBL_DSS,NULL
36470,L1335,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,74.100,45.741,125.400,77.407,120,52.76,86,95,Saint-Blaise,QC_SBL_DSS,Val dOr,QC_VDO_DSS,NULL
36471,L1338,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,13.680,8.444,13.680,8.444,120,5.76,107,118,Rapides-des-Iles,QC_RPI_GSS,Rapides-des-Quinze,QC_RPQ_GSS,NULL
36472,L1339,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,74.100,45.741,74.100,45.741,120,31.17,107,118,Rapides-des-Quinze,QC_RPQ_GSS,Rapide-7,QC_RP7_GSS,NULL
36473,L1340,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,34.200,21.111,34.200,21.111,120,14.39,107,118,Palmarolle,QC_PML_DSS,Normetal,QC_NMT_DSS,NULL
36474,L1342,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,85.500,52.778,85.500,52.778,120,35.97,107,118,Normetal,QC_NMT_DSS,Mines Casa-Berardi,QC_MCB_ISS,NULL
36475,L1346,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,68.400,42.222,68.400,42.222,120,28.78,107,118,Mines Selbaie,QC_MNS_ISS,Joutel,QC_JOU_SWS,NULL
36476,L1347,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,39.900,24.630,39.900,24.630,120,16.79,107,118,Matagami,QC_MTG_DSS,Joutel,QC_JOU_SWS,NULL
36477,L1352,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,7.700,4.753,7.700,4.753,120,3.24,107,118,Glenwood,QC_GLN_DSS,Lucerne,QC_LUC_SWS,NULL
36478,L1353,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,28.875,17.824,37.653,23.243,120,15.84,107,118,Chomedey,QC_CHO_TSS,Mirabel,QC_MIR_DSS,NULL
36479,L1353,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,8.778,5.419,37.653,23.243,120,15.84,107,118,Chomedey,QC_CHO_TSS,Sainte-ThÃƒÂ©rÃƒÂ¨se-Ouest,QC_STO_DSS,NULL
36480,L1354,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,10.374,6.404,10.374,6.404,120,4.36,107,118,Chomedey,QC_CHO_TSS,Saint-Eustache,QC_SEU_DSS,NULL
36481,L1355,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,26.250,16.204,26.250,16.204,120,11.04,107,118,MontÃƒÂ©rÃƒÂ©gie,QC_MTR_TSS,Acton,QC_ACT_DSS,NULL
36482,L1356,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,17.100,10.556,57.000,35.185,120,23.98,107,118,Sainte-Agathe-des-Monts,QC_SAG_DSS,Ouimet,QC_OMT_DSS,NULL
36483,L1356,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,39.900,24.630,57.000,35.185,120,23.98,107,118,Ouimet,QC_OMT_DSS,Saint-Donat,QC_SDN_DSS,NULL
36484,L1357,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,17.100,10.556,57.000,35.185,120,23.98,107,118,Sainte-Agathe-des-Monts,QC_SAG_DSS,Ouimet,QC_OMT_DSS,NULL
36485,L1357,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,39.900,24.630,57.000,35.185,120,23.98,107,118,Ouimet,QC_OMT_DSS,Saint-Donat,QC_SDN_DSS,NULL
36486,L1358,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,11.400,7.037,114.000,70.370,120,47.96,92,101,Ouimet,QC_OMT_DSS,Grand-BrulÃƒÂ©,QC_GRB_TSS,NULL
36487,L1358,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,22.800,14.074,114.000,70.370,120,47.96,92,101,LAnnonciation,QC_LAN_DSS,Joly,QC_JOL_DSS,NULL
36488,L1358,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,51.300,31.667,114.000,70.370,120,47.96,92,101,Mont-Laurier,QC_MLR_DSS,LAnnonciation,QC_LAN_DSS,NULL
36489,L1358,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,28.500,17.593,114.000,70.370,120,47.96,92,101,Joly,QC_JOL_DSS,Ouimet,QC_OMT_DSS,NULL
36490,L1359,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,2,ac,39.900,24.630,39.900,24.630,120,16.79,107,118,Maniwaki,QC_MNI_DSS,Mont-Laurier,QC_MLR_DSS,NULL
36491,L1360,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,11.400,7.037,114.000,70.370,120,47.96,92,101,Ouimet,QC_OMT_DSS,Grand-BrulÃƒÂ©,QC_GRB_TSS,NULL
36492,L1360,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,22.800,14.074,114.000,70.370,120,47.96,92,101,LAnnonciation,QC_LAN_DSS,Joly,QC_JOL_DSS,NULL
36493,L1360,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,51.300,31.667,114.000,70.370,120,47.96,92,101,Mont-Laurier,QC_MLR_DSS,LAnnonciation,QC_LAN_DSS,NULL
36494,L1360,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,28.500,17.593,114.000,70.370,120,47.96,92,101,Joly,QC_JOL_DSS,Ouimet,QC_OMT_DSS,NULL
36495,L1361,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,0.500,0.309,3.000,1.852,120,1.26,107,118,Larocque,QC_LRQ_ISS,La SociÃƒÂ©tÃƒÂ© en commandite revenu Noranda,QC_LCN_ISS,NULL
36496,L1361,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,2.500,1.543,3.000,1.852,120,1.26,107,118,Valleyfield,QC_VLF_DSS,Larocque,QC_LRQ_ISS,NULL
36497,L1362,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,11.500,7.099,11.500,7.099,120,4.84,107,118,ChÃƒÂ¢teauguay,QC_CHG_DSS,Beauharnois-Est,QC_BEE_GSS,NULL
36498,L1363,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,11.500,7.099,11.500,7.099,120,4.84,107,118,ChÃƒÂ¢teauguay,QC_CHG_DSS,Beauharnois-Est,QC_BEE_GSS,NULL
36499,L1367,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,5.250,3.241,16.800,10.370,120,7.07,107,118,Paquin,QC_PAQ_DSS,Arthur-Buies,QC_ARB_DSS,NULL
36500,L1367,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,2.625,1.620,16.800,10.370,120,7.07,107,118,Saint-JÃƒÂ©rÃƒÂ´me,QC_SJR_DSS,Cascades Groupe Papiers,QC_CGP_ISS,NULL
36501,L1367,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,5.250,3.241,16.800,10.370,120,7.07,107,118,Rolland,QC_ROL_DSS,Lafontaine,QC_LAF_TSS,NULL
36502,L1367,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,1.050,0.648,16.800,10.370,120,7.07,107,118,Cascades Groupe Papiers,QC_CGP_ISS,Rolland,QC_ROL_DSS,NULL
36503,L1367,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,2.625,1.620,16.800,10.370,120,7.07,107,118,Arthur-Buies,QC_ARB_DSS,Saint-JÃƒÂ©rÃƒÂ´me,QC_SJR_DSS,NULL
36504,L1368,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,0.550,0.340,10.450,6.451,120,4.40,107,118,Gatineau,QC_GAT_DSS,Bowater Gatineau,QC_BGT_ISS,NULL
36505,L1368,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.850,2.377,10.450,6.451,120,4.40,107,118,Vignan,QC_VGN_TSS,Gatineau,QC_GAT_DSS,NULL
36506,L1368,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,6.050,3.735,10.450,6.451,120,4.40,107,118,Gatineau,QC_GAT_DSS,Templeton,QC_TMP_DSS,NULL
36507,L1369,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,3.300,2.037,3.300,2.037,120,1.39,107,118,Lucerne,QC_LUC_SWS,Gamelin,QC_GAM_DSS,NULL
36508,L1370,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,6.600,4.074,13.750,8.488,120,5.78,107,118,Val-TÃƒÂ©treau,QC_VTR_DSS,Lucerne,QC_LUC_SWS,NULL
36509,L1370,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,7.150,4.414,13.750,8.488,120,5.78,107,118,Lucerne,QC_LUC_SWS,Rapides-Farmers,QC_RPF_GSS,NULL
36510,L1371,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,2,ac,0.550,0.340,19.250,11.883,120,8.10,107,118,Rapides-Farmers,QC_RPF_GSS,Limbour,QC_LMB_DSS,NULL
36511,L1371,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,2,ac,6.600,4.074,19.250,11.883,120,8.10,107,118,Val-TÃƒÂ©treau,QC_VTR_DSS,Lucerne,QC_LUC_SWS,NULL
36512,L1371,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,2,ac,7.150,4.414,19.250,11.883,120,8.10,107,118,Lucerne,QC_LUC_SWS,Rapides-Farmers,QC_RPF_GSS,NULL
36513,L1371,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,2,ac,4.400,2.716,19.250,11.883,120,8.10,107,118,Limbour,QC_LMB_DSS,Touraine,QC_TRN_DSS,NULL
36514,L1371,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,2,ac,0.550,0.340,19.250,11.883,120,8.10,107,118,Touraine,QC_TRN_DSS,Vignan,QC_VGN_TSS,NULL
36515,L1373,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,4.400,2.716,4.400,2.716,120,1.85,107,118,Limbour,QC_LMB_DSS,Touraine,QC_TRN_DSS,NULL
36516,L1376,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,11.400,7.037,11.400,7.037,120,4.80,107,118,Quyon,QC_QUY_TSS,Wyman,QC_WYM_DSS,NULL
36517,L1377,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,11.400,7.037,11.400,7.037,120,4.80,107,118,Wakefield,QC_WKF_DSS,Paugan,QC_PAU_GSS,NULL
36518,L1383,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,7.875,4.861,26.250,16.204,120,11.04,107,118,Granby,QC_GRY_DSS,Cleveland,QC_CLV_DSS,NULL
36519,L1383,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,18.375,11.343,26.250,16.204,120,11.04,107,118,Saint-CÃƒÂ©saire,QC_SCS_DSS,Granby,QC_GRY_DSS,NULL
36520,L1384,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,7.875,4.861,44.625,27.546,120,18.77,107,118,Granby,QC_GRY_DSS,Cleveland,QC_CLV_DSS,NULL
36521,L1384,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,18.375,11.343,44.625,27.546,120,18.77,107,118,Cleveland,QC_CLV_DSS,Cowansville,QC_COW_DSS,NULL
36522,L1384,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,18.375,11.343,44.625,27.546,120,18.77,107,118,Saint-CÃƒÂ©saire,QC_SCS_DSS,Granby,QC_GRY_DSS,NULL
36523,L1385,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,18.375,11.343,18.375,11.343,120,7.73,107,118,Magog,QC_MGG_DSS,Sherbrooke,QC_SHR_TSS,NULL
36524,L1386,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,5.250,3.241,26.250,16.204,120,11.04,107,118,Magog,QC_MGG_DSS,B.O.C. Canada Inc,QC_BOC_ISS,Line name assumed
36525,L1386,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,1.050,0.648,26.250,16.204,120,11.04,107,118,B.O.C. Canada Inc,QC_BOC_ISS,EKA Chimie Canada Inc Magog,QC_EKM_ISS,Line name assumed
36526,L1386,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,18.375,11.343,26.250,16.204,120,11.04,107,118,Sherbrooke,QC_SHR_TSS,Magog,QC_MGG_DSS,NULL
36527,L1386,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,1.575,0.972,26.250,16.204,120,11.04,107,118,EKA Chimie Canada Inc Magog,QC_EKM_ISS,Ville de Magog,QC_VDM_DSS,Line name assumed
36528,L1387,Hydro-QuÃƒÂ©bec Transmission,QC,Quebec,1,ac,5.250,3.241,26.250,16.204,120,11.04,107,118,Magog,QC_MGG_DSS,B.O.C. Canada Inc,QC_BOC_ISS,Line name assumed
